"Bias_GP_1","Bias_GP_2","Bias_GP_3","Bias_GP_4","Bias_DR_1","Bias_DR_2","Bias_DR_3","Bias_DR_4","Bias_Lin_1","Bias_Lin_2","Bias_Lin_3","Bias_Lin_4","Bias_Lin01_1","Bias_Lin01_2","Bias_Lin01_3","Bias_Lin01_4","Bias_GRF_1","Bias_GRF_2","Bias_GRF_3","Bias_GRF_4","SE_GP_1","SE_GP_2","SE_GP_3","SE_GP_4","SE_DR_1","SE_DR_2","SE_DR_3","SE_DR_4","SE_Lin_1","SE_Lin_2","SE_Lin_3","SE_Lin_4","SE_Lin01_1","SE_Lin01_2","SE_Lin01_3","SE_Lin01_4","SE_GRF_1","SE_GRF_2","SE_GRF_3","SE_GRF_4","Cover_GP_1","Cover_GP_2","Cover_GP_3","Cover_GP_4","Cover_DR_1","Cover_DR_2","Cover_DR_3","Cover_DR_4","Cover_Lin_1","Cover_Lin_2","Cover_Lin_3","Cover_Lin_4","Cover_Lin01_1","Cover_Lin01_2","Cover_Lin01_3","Cover_Lin01_4","Cover_GRF_1","Cover_GRF_2","Cover_GRF_3","Cover_GRF_4","Cover_Simul_GP_1","Cover_Simul_GP_2","Cover_Simul_GP_3","Cover_Simul_GP_4","Cover_Simul_DR_1","Cover_Simul_DR_2","Cover_Simul_DR_3","Cover_Simul_DR_4","Cover_Simul_Lin_1","Cover_Simul_Lin_2","Cover_Simul_Lin_3","Cover_Simul_Lin_4","Cover_Simul_Lin01_1","Cover_Simul_Lin01_2","Cover_Simul_Lin01_3","Cover_Simul_Lin01_4","Cover_Simul_GRF_1","Cover_Simul_GRF_2","Cover_Simul_GRF_3","Cover_Simul_GRF_4"
-0.166620507420761,-0.157776383512615,-0.243806289849365,-0.261911386750927,0.0232726193409225,-0.0952388605150741,-0.0764689222061615,-0.0978859712733315,-0.0585712987102633,-0.227556643627422,-0.117738754710999,-0.300902650918614,-0.0585712987102633,-0.157776383512615,-0.117738754710999,-0.261911386750927,-0.0185306737762024,0.055083345904789,-0.034997614938297,-0.162494013534051,0.217370817585061,0.137226073629323,0.200859507658487,0.251734000916095,0.205352085310055,0.189692708260642,0.159536426077552,0.28705581908277,0.18796418573016,0.110556594145537,0.153832083168737,0.250282094399987,0.18796418573016,0.137226073629323,0.153832083168737,0.251734000916095,0.145673742655435,0.104192735331135,0.0983488532704498,0.154448370088922,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
-0.126804838585295,-0.292107581018871,-0.172380843618221,-0.183943167277896,-0.0343753973630591,-0.260145110616219,-0.0892908571268642,-0.203453949525303,-0.140088755365768,-0.307808326415298,-0.158916077084108,-0.171760924523525,-0.126804838585295,-0.292107581018871,-0.158916077084108,-0.183943167277896,-0.123650611766689,-0.249771766476492,-0.123403665668836,-0.0732592592784272,0.195385435577324,0.131661560013041,0.133068248374939,0.191957344869454,0.395913512258186,0.196728602115023,0.168844462713037,0.438205844728314,0.190455066510751,0.121383498172197,0.131481945692567,0.0997270906693752,0.195385435577324,0.131661560013041,0.131481945692567,0.191957344869454,0.180220364692541,0.102895805525408,0.100153148899644,0.153404695718926,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
-0.131493151834959,-0.0914777750377033,-0.00796837057312838,-0.0537285064929466,-0.162073250120993,-0.00992543248248778,0.093516879896443,0.0577883580008656,-0.111882235643977,-0.14861448378111,-0.1289347305914,-0.0865090391258679,-0.131493151834959,-0.0914777750377033,-0.00796837057312838,-0.0537285064929466,-0.0612293542522121,-0.0791873268780083,-0.0396835617337169,0.0673633346672367,0.161582890117613,0.102505093007198,0.131016409158446,0.15539927880473,0.272921722462357,0.16329562783415,0.174647745644311,0.261277203233374,0.131881627628334,0.0848777671097034,0.107544583249738,0.147472951944246,0.161582890117613,0.102505093007198,0.131016409158446,0.15539927880473,0.158467970753465,0.0990923206071003,0.10786973068956,0.161484052128833,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
-0.146270347367941,-0.0815999228114398,-0.0380885734048003,-0.244622038929711,0.114638066109447,0.0248184839666328,0.0832238674162176,-0.193079686494547,-0.33870152739086,-0.138184244274893,-0.101210580405987,-0.258436519020789,-0.146270347367941,-0.0815999228114398,-0.0380885734048003,-0.244622038929711,-0.0825464275820026,-0.0715096857235588,0.000832142739164654,-0.323780198241804,0.146853793405795,0.0868470809667896,0.0954956846947509,0.140208744984563,0.251409559773187,0.181439937024378,0.177259877171845,0.301324084101725,0.111419549688405,0.063759225989979,0.0784895169346495,0.127795203336914,0.146853793405795,0.0868470809667896,0.0954956846947509,0.140208744984563,0.166264744699371,0.0947366816233516,0.105127674884074,0.154277006622865,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
0.0781694888669284,-0.00328857953050909,-0.168242363720441,0.0435979502458665,0.265907465659128,0.0613827995335605,-0.206324326005211,0.202245424085899,-0.0176005647792585,-0.0419808700223706,-0.158754734180939,0.00934924728358677,0.0781694888669284,-0.00328857953050909,-0.168242363720441,0.0435979502458665,0.0450276125600817,0.0447618136706383,-0.129117996822487,0.0376524922841905,0.144877214877277,0.102511892674857,0.124588024856891,0.162111156786904,0.243282679873153,0.186929025244158,0.384464888942743,0.225220263675799,0.126764524813163,0.0807898179757367,0.100208423476414,0.159638241929494,0.144877214877277,0.102511892674857,0.124588024856891,0.162111156786904,0.152032659130005,0.106120690655174,0.117653233162117,0.162108570674174,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
-0.128248633772857,-0.0789867750166253,0.00881770115095604,0.138967919525335,0.121157028480204,0.0312584738443242,0.114835372431528,0.358798562227651,-0.260802357192043,-0.153239809603142,-0.0900413832809579,0.0911143841768884,-0.128248633772857,-0.0789867750166253,0.00881770115095604,0.138967919525335,-0.0129387800166182,-0.0790328852219031,0.0713981437066453,0.146905640310132,0.149192981094193,0.117024755219611,0.0983784847195492,0.133991140643403,0.289648993389388,0.227572993825123,0.145940545843135,0.180369500295038,0.117553371637746,0.0795730538934991,0.078431873346346,0.132182857329325,0.149192981094193,0.117024755219611,0.0983784847195492,0.133991140643403,0.154159324141408,0.106815320778866,0.0992917482723607,0.125936581672279,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
-0.334211643749163,-0.301355006621561,-0.026020071088531,-0.16795850600628,-0.253683681243655,-0.294146561724032,0.223554746564522,-0.240511925079018,-0.316245651255265,-0.306719274393996,-0.123741717921418,-0.149241401237361,-0.316245651255265,-0.301355006621561,-0.026020071088531,-0.16795850600628,-0.327802620080868,-0.263389183453226,0.129242124221227,-0.105029478366695,0.183614944344789,0.120277242216068,0.099573814012424,0.152767614403141,0.225686397609789,0.224508615421995,0.216352586247108,0.350200301721428,0.179350867811049,0.0804281030447864,0.0821145552002734,0.137762336263695,0.179350867811049,0.120277242216068,0.099573814012424,0.152767614403141,0.144348882259031,0.103346441497946,0.104465042510658,0.137369277722076,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1
0.132675359583788,-0.0205118455950599,-0.112256855362622,-0.0953176764832551,0.117074974363915,0.0620109491132079,-0.0543784866327739,-0.0906254975477054,0.137286976177813,-0.0279016795261094,-0.140848954130192,-0.0949318914385955,0.132675359583788,-0.0205118455950599,-0.112256855362622,-0.0949318914385955,0.274490930797598,0.041792067949723,-0.0130406024384576,0.0344744286190257,0.174574572662482,0.117903687993574,0.108621399279161,0.18173726657609,0.407357363651832,0.16740397871122,0.197151526003447,0.320464172458509,0.151779555159419,0.117495662282497,0.092063004861532,0.180179895265905,0.174574572662482,0.117903687993574,0.108621399279161,0.180179895265905,0.162544846836143,0.103322744397934,0.106297170229403,0.153926074292119,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
-0.127403297133409,-0.278753069052314,0.206149145218625,-0.209292444729334,-0.0620910282169308,-0.198905089617776,0.466257463989464,-0.268088609964471,-0.172857345983046,-0.314787425500367,0.162016835312831,-0.192108204672315,-0.127403297133409,-0.278753069052314,0.206149145218625,-0.209292444729334,-0.0676577566108466,-0.219301003515801,0.374318510385008,-0.300102675071632,0.153984137376386,0.0913516113236519,0.106270936535039,0.159973779394156,0.293141710000818,0.192661334744446,0.193989119378319,0.329445004394198,0.105412189048502,0.0725609950318699,0.10357316551736,0.145328166355068,0.153984137376386,0.0913516113236519,0.106270936535039,0.159973779394156,0.160054847247917,0.100155661904149,0.0967178823189334,0.168797230122382,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1
-0.107851416934336,-0.0630678030826118,-0.0158749104812439,-0.10073540347494,-0.0825220209694935,-0.0273862915900389,0.0807839184556833,0.000511127260054201,-0.109775794533696,-0.0634892199370208,-0.00752363148724811,-0.092718095880558,-0.107851416934336,-0.0630678030826118,-0.00752363148724811,-0.092718095880558,-0.0248933720698253,-0.00911429000150588,0.0361894076464033,0.114941376700397,0.163243039931853,0.0973698323868558,0.107149707008562,0.173295262332016,0.551152762349211,0.353539622294935,0.387937241107417,0.400963266817573,0.1589330703256,0.097288970974095,0.101126446077227,0.170461688191463,0.163243039931853,0.0973698323868558,0.101126446077227,0.170461688191463,0.161255422780582,0.101847810905094,0.100343481827643,0.162382852950174,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
