"Bias_GP_1","Bias_GP_2","Bias_GP_3","Bias_GP_4","Bias_DR_1","Bias_DR_2","Bias_DR_3","Bias_DR_4","Bias_Lin_1","Bias_Lin_2","Bias_Lin_3","Bias_Lin_4","Bias_Lin01_1","Bias_Lin01_2","Bias_Lin01_3","Bias_Lin01_4","Bias_GRF_1","Bias_GRF_2","Bias_GRF_3","Bias_GRF_4","SE_GP_1","SE_GP_2","SE_GP_3","SE_GP_4","SE_DR_1","SE_DR_2","SE_DR_3","SE_DR_4","SE_Lin_1","SE_Lin_2","SE_Lin_3","SE_Lin_4","SE_Lin01_1","SE_Lin01_2","SE_Lin01_3","SE_Lin01_4","SE_GRF_1","SE_GRF_2","SE_GRF_3","SE_GRF_4","Cover_GP_1","Cover_GP_2","Cover_GP_3","Cover_GP_4","Cover_DR_1","Cover_DR_2","Cover_DR_3","Cover_DR_4","Cover_Lin_1","Cover_Lin_2","Cover_Lin_3","Cover_Lin_4","Cover_Lin01_1","Cover_Lin01_2","Cover_Lin01_3","Cover_Lin01_4","Cover_GRF_1","Cover_GRF_2","Cover_GRF_3","Cover_GRF_4","Cover_Simul_GP_1","Cover_Simul_GP_2","Cover_Simul_GP_3","Cover_Simul_GP_4","Cover_Simul_DR_1","Cover_Simul_DR_2","Cover_Simul_DR_3","Cover_Simul_DR_4","Cover_Simul_Lin_1","Cover_Simul_Lin_2","Cover_Simul_Lin_3","Cover_Simul_Lin_4","Cover_Simul_Lin01_1","Cover_Simul_Lin01_2","Cover_Simul_Lin01_3","Cover_Simul_Lin01_4","Cover_Simul_GRF_1","Cover_Simul_GRF_2","Cover_Simul_GRF_3","Cover_Simul_GRF_4"
-0.126804255459767,-0.00237568760769968,-0.157228528568167,-0.225477693056346,-0.094832252160188,0.0199367039913847,-0.163402865726026,-0.174220195382151,-0.136258488579417,-0.0251157981871248,-0.155558689696612,-0.226765544866478,-0.126804255459767,-0.00237568760769968,-0.157228528568167,-0.225477693056346,-0.142925730951665,-0.00669595253535782,-0.180794884453856,-0.195543740679836,0.109615232536854,0.0796371840053894,0.082439431304057,0.120134681284583,0.131145877882085,0.0850234318575879,0.0850478776575866,0.139469752057895,0.108308246295405,0.0777102220947377,0.0823135603658068,0.120122123693077,0.109615232536854,0.0796371840053894,0.082439431304057,0.120134681284583,0.128968559862529,0.0856185816249924,0.0875164261842569,0.134497993374581,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
-0.00904136916237486,-0.0521729646979979,0.135857886745614,-0.159598530711448,-0.025226771210627,-0.0704920692001223,0.141785051574759,-0.119260851099115,-0.00460347733202027,-0.0539916405148215,0.135621334726354,-0.139720867327266,-0.00904136916237486,-0.0539916405148215,0.135857886745614,-0.139720867327266,0.0387438885818125,-0.102054594188899,0.132626680049246,-0.191827631530529,0.128740149124925,0.0787454418051071,0.0767386873303574,0.12774391047432,0.143583502716712,0.0811551710871286,0.0845140923231524,0.128224878975624,0.12797562153151,0.0787153481879466,0.0767266361921958,0.11936377683574,0.128740149124925,0.0787153481879466,0.0767386873303574,0.11936377683574,0.142036908197382,0.0863213447582466,0.083462181057054,0.129792866547312,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
-0.0677307338549964,-0.062625931028265,-0.0277451386970383,-0.0925325412259099,-0.0520104593197995,-0.0562219688904338,-0.0298898338809436,-0.13512466804661,-0.0482821691159585,-0.0535681060497912,-0.0317263268500384,-0.152703305156717,-0.0520104593197995,-0.0562219688904338,-0.0298898338809436,-0.13512466804661,-0.05294644805967,-0.0282460168169718,-0.0173308068876039,-0.150802319294902,0.15474784305466,0.0904018437840622,0.0916523614200074,0.162534931943927,0.140952686816238,0.0825420116558766,0.0811742193239921,0.141930168817504,0.140399549261098,0.0817651375426318,0.0781008837922016,0.139852699674712,0.140952686816238,0.0825420116558766,0.0811742193239921,0.141930168817504,0.138164200290462,0.0857976473636308,0.084377828016035,0.123297364982309,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.113500929508698,-0.0487579819190963,-0.0204026898760906,0.0348673665494188,0.100570927594977,-0.0368507153771518,-0.0430559450348368,0.0515001614757853,0.118050428680768,-0.0444554228763447,-0.0141334363361298,0.0352494701038115,0.113500929508698,-0.0444554228763447,-0.0204026898760906,0.0352494701038115,0.031759394737414,-0.126123626182145,-0.0938532584147425,0.0258665315104978,0.154034720897951,0.0740674676021661,0.0798009380175144,0.119215895076091,0.157586337174916,0.0750417421325098,0.081945771282617,0.175739849945052,0.153773440693059,0.0736043051578305,0.0796937014423452,0.119177209029137,0.154034720897951,0.0736043051578305,0.0798009380175144,0.119177209029137,0.151327225293781,0.0798482325337888,0.0854979282499061,0.130253356044835,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.0480465495606317,0.0464795244152543,-0.0333405982539369,0.0133850452064637,0.0514947870625149,0.0363750952938717,-0.0356391359469429,-0.00377990217789315,0.0489497507692729,0.0416084752715191,-0.0333006950413055,-0.00183784498757267,0.0489497507692729,0.0416084752715191,-0.0333405982539369,-0.00183784498757267,0.0727913396430666,0.0140898224893724,-0.0579458434084165,-0.0455434920236104,0.119706712416642,0.0814144291678993,0.0779930049719339,0.132647243798759,0.121840892405615,0.0815458131534971,0.0809337298356905,0.127812801010063,0.119396048004266,0.0805577630690362,0.077992132286881,0.127731278423563,0.119396048004266,0.0805577630690362,0.0779930049719339,0.127731278423563,0.129606712977936,0.0844350554709203,0.0885946477052494,0.13085799430159,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
-0.245502583092172,0.104510573309785,-0.0317864645213806,-0.104388488741328,-0.225556579219929,0.0922032880389871,-0.0231999708038759,-0.119855057803972,-0.229301764795133,0.102788157280788,-0.0236586744750922,-0.121044891888495,-0.229301764795133,0.102788157280788,-0.0236586744750922,-0.119855057803972,-0.314903754321723,0.0770860138778529,-0.0789896464412029,-0.189805834682703,0.144661052621521,0.0913930355408817,0.0923926397652829,0.151890290155299,0.136725368140316,0.0944928802606113,0.0826673250457864,0.13828825924686,0.136263553714067,0.0913072513835515,0.0826344157931018,0.138215044105852,0.136263553714067,0.0913072513835515,0.0826344157931018,0.13828825924686,0.124689648824722,0.0879619427753302,0.0815986098783979,0.120044843931847,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
-0.15662755462406,-0.0958375410713365,-0.0724345100925399,-0.00812030124043384,-0.132253818885913,-0.109981823365405,-0.0535252890700715,0.0738095194983286,-0.165022829410721,-0.116290300023502,-0.0668714986475394,-0.0594647139644058,-0.15662755462406,-0.109981823365405,-0.0668714986475394,-0.00812030124043384,-0.146186639917037,-0.108802017543608,-0.0706032852727015,-0.00534458780729397,0.117953736781747,0.0892620292192184,0.0817549562545003,0.138996301701443,0.135973078157087,0.0804225861274249,0.0838761219395624,0.162703636615328,0.116583286695395,0.0794360952579611,0.0813018859724247,0.134437245191568,0.117953736781747,0.0804225861274249,0.0813018859724247,0.138996301701443,0.131938652896297,0.0811343754516818,0.0862399972927854,0.150580703437347,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
-0.0922612550781458,-0.0660265494518031,0.0808442693588904,-0.190070939916386,-0.0749021554782918,-0.0994007432000319,0.0683031738742093,-0.194125624463143,-0.0925794198444195,-0.0648775802413142,0.0693778202318198,-0.190070353776044,-0.0922612550781458,-0.0660265494518031,0.0693778202318198,-0.190070939916386,-0.154894912990822,-0.11197517231251,0.0585073712100252,-0.247210197072497,0.123593791132171,0.0789050997920249,0.101383530730258,0.109836056131171,0.18347786768682,0.092292125343478,0.0824331283359512,0.124304119902293,0.123569682000544,0.0788889945595308,0.0822456848517635,0.109836055809009,0.123593791132171,0.0789050997920249,0.0822456848517635,0.109836056131171,0.134966917169123,0.0845749830637142,0.0823783768299356,0.1223361016039,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
-0.178694286496226,0.0526133060366134,0.0607312317599347,-0.0916457051339074,-0.191232676263419,0.0375349030556302,0.0655688110835231,-0.0608004742529337,-0.173732416900395,0.0578622197767229,0.0603302043239142,-0.102147054301933,-0.178694286496226,0.0526133060366134,0.0607312317599347,-0.0916457051339074,-0.145619070305599,0.0302809062931186,0.0389377789984422,-0.114563806844126,0.138469790775803,0.0844371140956537,0.0757589361023625,0.139473346269662,0.14306922379483,0.0941765102898233,0.0770424453482855,0.1511582705955,0.138060437488014,0.0836979594909166,0.0757513055947882,0.138631309104866,0.138469790775803,0.0844371140956537,0.0757589361023625,0.139473346269662,0.128865241163141,0.0869417511152068,0.0777191706468353,0.145489401284137,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
-0.00216511929991192,-0.0771822071235947,-0.0577113097219148,0.0387902213082856,0.0565168819638,-0.0714508745034566,-0.0705715661258196,-0.0250964892693987,0.0457396986494025,-0.0733634416829748,-0.0618828021638376,0.00247366045747621,0.0457396986494025,-0.0733634416829748,-0.0618828021638376,0.00247366045747621,-0.00320916517021508,-0.102152378780346,-0.0934667982401363,-0.072512568080738,0.166721362979916,0.0842407735268287,0.0879106621764621,0.148462721296194,0.138048397432009,0.0812494372702634,0.0918401365219056,0.143892675803854,0.13635066122258,0.0802229608825488,0.0866989647059905,0.137432248217266,0.13635066122258,0.0802229608825488,0.0866989647059905,0.137432248217266,0.132127968637669,0.0819148066977919,0.0923236466355491,0.130914687072231,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
