"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36"
0.0807435282445192,0,0,0.0827735983811782,0,0,0,0.120266782044435,0,0,0.124683219747986,0,0,0,0.0926370716023119,0,0,0.0927225640970495,0.0827735983811782,0,0,0.095897800041033,0,0,0,0.124683219747986,0,0,0.14104472427548,0,0,0,0.0927225640970495,0,0,0.10965913841121
0.0822983770444337,0,0,0.09117643113016,0,0,0,0.117647344649093,0,0,0.12594522201457,0,0,0,0.0970727608417113,0,0,0.0921830972123382,0.09117643113016,0,0,0.110810117595027,0,0,0,0.12594522201457,0,0,0.14903416415944,0,0,0,0.0921830972123382,0,0,0.0963384283243169
0.0842873797633153,0,0,0.0921609701147471,0,0,0,0.123785507020544,0,0,0.128398498649091,0,0,0,0.0933443426414514,0,0,0.0964359212433773,0.0921609701147471,0,0,0.107402128022138,0,0,0,0.128398498649091,0,0,0.142377150242158,0,0,0,0.0964359212433773,0,0,0.10765241875263
0.079746070977058,0,0,0.0809242015790717,0,0,0,0.124297751751415,0,0,0.126405510839707,0,0,0,0.0954696104345057,0,0,0.0906335037572122,0.0809242015790717,0,0,0.0876071676733106,0,0,0,0.126405510839707,0,0,0.138808505093797,0,0,0,0.0906335037572122,0,0,0.0930817166498184
0.0800009388408233,0,0,0.0898802152948058,0,0,0,0.130625911403024,0,0,0.147290886613358,0,0,0,0.0969264237160252,0,0,0.0983742051378159,0.0898802152948058,0,0,0.114448297574091,0,0,0,0.147290886613358,0,0,0.188882041587393,0,0,0,0.0983742051378159,0,0,0.114438306269959
0.0792854333268385,0,0,0.0801789091199789,0,0,0,0.140437983489166,0,0,0.141246269598121,0,0,0,0.0956790646755953,0,0,0.0922256775563187,0.0801789091199789,0,0,0.0898759570012786,0,0,0,0.141246269598121,0,0,0.152588131868547,0,0,0,0.0922256775563187,0,0,0.101624567227271
0.0806289190525448,0,0,0.0879429537751426,0,0,0,0.129220621959691,0,0,0.12564716083163,0,0,0,0.095802419443929,0,0,0.100390009082668,0.0879429537751426,0,0,0.108042279808627,0,0,0,0.12564716083163,0,0,0.134849621798989,0,0,0,0.100390009082668,0,0,0.120703606984596
0.0826500929584351,0,0,0.0844643491083213,0,0,0,0.126207587404532,0,0,0.128134088827703,0,0,0,0.0953433664025891,0,0,0.0948227385869071,0.0844643491083213,0,0,0.0920117424347118,0,0,0,0.128134088827703,0,0,0.140121384146791,0,0,0,0.0948227385869071,0,0,0.102378322228736
0.082431323185193,0,0,0.080950100218693,0,0,0,0.135455656456709,0,0,0.13240778799416,0,0,0,0.0978519960555794,0,0,0.0935210828406593,0.080950100218693,0,0,0.0878784226008795,0,0,0,0.13240778799416,0,0,0.1373716269634,0,0,0,0.0935210828406593,0,0,0.102149461377993
0.0806865025714181,0,0,0.0808677617671002,0,0,0,0.116708807760564,0,0,0.12222656772354,0,0,0,0.0974240071056259,0,0,0.0935826201362954,0.0808677617671002,0,0,0.0887270103629947,0,0,0,0.12222656772354,0,0,0.140775499186363,0,0,0,0.0935826201362954,0,0,0.101021015470271
0.0813547242376273,0,0,0.0852183669282188,0,0,0,0.124461473880084,0,0,0.133917183645345,0,0,0,0.0973535802813228,0,0,0.0964620332657745,0.0852183669282188,0,0,0.0975834368416119,0,0,0,0.133917183645345,0,0,0.153450814039733,0,0,0,0.0964620332657745,0,0,0.103383797598679
0.0791781721039688,0,0,0.0831868218803873,0,0,0,0.122343754059071,0,0,0.122148424418092,0,0,0,0.0967842119853629,0,0,0.103030774857001,0.0831868218803873,0,0,0.101498960363799,0,0,0,0.122148424418092,0,0,0.132196401058188,0,0,0,0.103030774857001,0,0,0.126738197016933
0.0833394885456939,0,0,0.0821133540147689,0,0,0,0.129333130456347,0,0,0.131360185352459,0,0,0,0.0943180002053998,0,0,0.0902254929262219,0.0821133540147689,0,0,0.0848447901747672,0,0,0,0.131360185352459,0,0,0.13929094242617,0,0,0,0.0902254929262219,0,0,0.0914007417224148
0.0848008312628971,0,0,0.0858844808825571,0,0,0,0.127556742931185,0,0,0.135284800541798,0,0,0,0.0980379186247565,0,0,0.097616108971125,0.0858844808825571,0,0,0.0941985578738721,0,0,0,0.135284800541798,0,0,0.153470087962269,0,0,0,0.097616108971125,0,0,0.107401118361627
0.0794308339262199,0,0,0.0809851779850191,0,0,0,0.113124210149129,0,0,0.119020522246453,0,0,0,0.0996104031834905,0,0,0.0966472041716792,0.0809851779850191,0,0,0.0890051439487545,0,0,0,0.119020522246453,0,0,0.140562003420705,0,0,0,0.0966472041716792,0,0,0.104025922040154
0.08036757139551,0,0,0.088858080418009,0,0,0,0.128043330576446,0,0,0.131025808093361,0,0,0,0.0997050072513317,0,0,0.0954794271007069,0.088858080418009,0,0,0.107348513577036,0,0,0,0.131025808093361,0,0,0.149603044021697,0,0,0,0.0954794271007069,0,0,0.100890871224793
0.0821116416006193,0,0,0.0891494957672363,0,0,0,0.126023081109028,0,0,0.129838555118541,0,0,0,0.0935493263764292,0,0,0.0998108116775479,0.0891494957672363,0,0,0.107438497220016,0,0,0,0.129838555118541,0,0,0.150263103690986,0,0,0,0.0998108116775479,0,0,0.121243507537933
0.078529677919682,0,0,0.0788803816713596,0,0,0,0.123002250061711,0,0,0.138220252693516,0,0,0,0.0972110786575117,0,0,0.0927556339732075,0.0788803816713596,0,0,0.0844990515089467,0,0,0,0.138220252693516,0,0,0.163450687792772,0,0,0,0.0927556339732075,0,0,0.0948860433600578
0.0790399811778831,0,0,0.0857085722590172,0,0,0,0.122943225501301,0,0,0.133708652814378,0,0,0,0.099856787536368,0,0,0.0981269587760017,0.0857085722590172,0,0,0.104615881769751,0,0,0,0.133708652814378,0,0,0.162822939873467,0,0,0,0.0981269587760017,0,0,0.110880439208137
0.0830565137196934,0,0,0.0831993925599117,0,0,0,0.128581337485698,0,0,0.130686094342627,0,0,0,0.0989930550346712,0,0,0.0946612713716768,0.0831993925599117,0,0,0.097127768463337,0,0,0,0.130686094342627,0,0,0.146770574244981,0,0,0,0.0946612713716768,0,0,0.104497529637902
