"SSIndex","OR1","OR0","OR","ORX","PS"
1,58.8928842103629,57.4831372340931,58.8928842103629,58.9023858410093,0.847725702437228
1,62.1132767477323,60.9035251735906,62.1132767477323,61.9466952411597,0.855164684900752
1,56.7214158802039,55.548654258607,56.7214158802039,57.4008265999591,0.853302582527905
1,54.4226487261648,53.8882951925428,54.4226487261648,54.3057806454844,0.828499355641551
1,62.8351534562617,61.7114730594572,62.8351534562617,61.9491527382171,0.856551409017529
1,55.319044606276,54.2284760693676,55.319044606276,55.9967057173744,0.8491023591598
1,50.9891268105817,50.5130401645434,50.9891268105817,51.0484707895842,0.806430293913627
1,63.8975079636592,61.4359902479307,63.8975079636592,62.4353552336641,0.860759674442007
1,49.9264657676347,49.5375596178338,49.9264657676347,49.3986713177383,0.780212748668904
1,59.4967101338669,58.1308652477834,59.4967101338669,59.837779949952,0.857929387998585
1,58.0809263678303,57.0546500541615,58.0809263678303,58.4121212634527,0.838778715080941
1,61.3072544947575,59.9950946281422,61.3072544947575,60.6830905526595,0.866950235486861
1,49.6490898707342,48.9329318874068,49.6490898707342,49.4959122886363,0.777214153361252
1,56.2541482489824,55.1898400650045,56.2541482489824,56.8550189135582,0.858047945532866
2,44.8885861401172,42.9513817530535,44.8885861401172,44.6434879204881,0.51953109574726
2,53.5652204872307,53.4753208554546,53.5652204872307,53.7517423402599,0.85118164403983
2,47.1799020734265,45.3012704057397,45.3012704057397,46.1734228948784,0.609088212886985
2,43.94612592823,42.4174620584278,43.94612592823,43.5531344415875,0.78582347234759
2,48.5307870769936,46.8612025648499,48.5307870769936,48.6346134775286,0.795734412292667
2,54.602632393552,52.6301774634619,54.602632393552,54.2814721620385,0.805705983118392
2,48.7913766762094,46.7426851055779,48.7913766762094,47.6782336912155,0.570509389406045
2,52.1282040933716,50.6968685782629,52.1282040933716,52.5237564003737,0.700301429272097
2,48.3928646444259,46.1926064574244,46.1926064574244,48.1411022115253,0.725006354315105
2,46.1612528254299,44.7569042280766,46.1612528254299,46.6576649390371,0.846435878822974
2,46.7246526544039,46.0359680858085,46.7246526544039,46.0642830202883,0.693943444259023
2,49.1104607759476,46.5968950503337,49.1104607759476,48.753722837032,0.667213198634764
2,50.4772402730059,48.3183275554746,50.4772402730059,50.7465153800999,0.717279286625645
2,46.1976674112139,45.519488285669,45.519488285669,45.4756580205838,0.680287463859576
2,48.8893798331258,46.9830932462018,48.8893798331258,49.1684449535145,0.728483131793311
2,50.7822161257142,50.7455382611113,50.7822161257142,50.5514162080003,0.789725194581879
2,53.4571902288323,52.2342831329703,53.4571902288323,53.3859196442073,0.711813056941983
2,49.0938010725298,46.9789631586495,49.0938010725298,48.144915212644,0.584985837933294
2,49.9481308638772,47.9908719705398,49.9481308638772,49.6123048776787,0.692178739215229
2,50.7565306783935,48.8751041740001,48.8751041740001,50.4236788992765,0.664796568456715
2,49.0274851669387,47.0694289870895,49.0274851669387,48.5678593695044,0.862832789319371
2,49.3887397312872,47.5187455850342,49.3887397312872,49.5142742522416,0.727451303192824
2,49.4798060920612,48.1327999007688,49.4798060920612,49.5401617406297,0.62789085071118
2,46.6990110598169,45.7484943748241,46.6990110598169,46.9361773608414,0.64409137752206
2,42.4753565581198,40.7417215599172,40.7417215599172,42.0865565446247,0.752733989563159
2,48.9369283172559,47.3447704512016,48.9369283172559,49.0962554008305,0.778897361295055
2,49.908867452505,47.9032387121319,49.908867452505,49.7318380760155,0.689597261142275
2,45.0223356525646,44.3266987655541,44.3266987655541,44.5830554271295,0.744365972570072
2,48.2368386678606,46.3953525215786,48.2368386678606,48.0602944921373,0.687013526263637
2,47.4493639179934,45.1661638067657,47.4493639179934,47.3771137985894,0.701139941678321
2,49.9275318165385,48.9936347256704,49.9275318165385,49.2806378643301,0.792873272849561
2,46.7734784076802,45.4972625208735,45.4972625208735,45.94122793537,0.597801335538235
2,51.2831683926878,50.3425944924043,50.3425944924043,51.8511257327394,0.812765951372055
2,45.3545070629353,44.748306129763,45.3545070629353,44.925714888212,0.670150266355848
2,44.4499564402036,43.0800412166783,43.0800412166783,44.7017035668,0.7924601341009
2,51.0637944962158,49.5138894207538,51.0637944962158,50.4980800702795,0.703619976032022
2,44.770200564446,43.2508446571056,44.770200564446,45.1484288759501,0.807863230487609
2,46.3587246529908,43.8730091715548,43.8730091715548,46.3407577234221,0.687480189734142
2,43.1813500772444,41.3953345550566,43.1813500772444,42.6594031379664,0.774119174363582
2,40.6163642421979,38.4552555048903,38.4552555048903,40.2694229117958,0.772830490530744
2,45.1368996007068,43.5808442613417,45.1368996007068,45.2784726887247,0.786045505360754
2,41.8934452259296,41.0370858291779,41.8934452259296,41.7195264090362,0.735532396004625
2,46.3031439863421,44.7615907043044,46.3031439863421,45.5612510199167,0.821114168078474
2,49.9275318165385,48.9936347256704,49.9275318165385,49.2806378643301,0.792873272849561
2,47.9757851551546,46.6484332670518,47.9757851551546,49.3989551038509,0.611321294189202
2,54.1974630665826,53.0020286460972,54.1974630665826,55.1820597394581,0.837261678687925
