"SSIndex","OR1","OR0","OR","ORX","PS"
2,60.5839466894104,58.3862066679508,60.5839466894104,59.2488994701341,0.885151622089887
2,63.1580708624447,60.8492563729114,63.1580708624447,60.7645466186335,0.881835739520719
2,57.5719266942622,55.6046087403982,57.5719266942622,55.9975237807531,0.896635496509058
2,55.5007526190309,53.8456017854918,55.5007526190309,54.1802774155456,0.866981278618889
2,59.5865982848342,57.2576897333207,59.5865982848342,57.9079528377383,0.894005598637345
2,56.0568033780176,54.7033466633196,56.0568033780176,54.1797788594414,0.876205009697544
2,53.7256672073375,52.7004428418841,53.7256672073375,52.2311449579005,0.848768496862374
2,57.1771564428553,55.4813937136825,57.1771564428553,56.4558467331163,0.883619753793188
2,50.3698309966404,49.3627856152248,50.3698309966404,49.805223588123,0.741253028095694
2,59.461733277701,57.1853727480365,59.461733277701,58.363812338706,0.893313374704666
2,58.4974964208308,55.9146582653203,58.4974964208308,57.7823313940118,0.833424976362145
2,59.2589408710959,57.6748845194725,59.2589408710959,58.0089231863045,0.891813575664597
2,51.7220864321077,50.630664256553,51.7220864321077,50.8367279403036,0.816845832977023
2,56.3340050800626,54.9905204438122,56.3340050800626,54.5608666847718,0.879562731279366
1,42.9641503758329,41.2299930529551,42.9641503758329,43.3489731662186,0.685652874992484
1,54.3771603698688,52.84328297844,54.3771603698688,54.4607187900579,0.778590024710256
1,47.3183280711399,45.5956722523095,45.5956722523095,47.1829970885908,0.617241954481832
1,44.0814329760336,42.7808810028282,44.0814329760336,44.2384368418977,0.72076963472637
1,49.2875637481593,47.8568051466403,49.2875637481593,49.5790616261769,0.768816464828648
1,53.3808794815061,51.9901068280834,53.3808794815061,53.7141902473888,0.749954640747673
1,50.3143456358464,48.5884389373912,50.3143456358464,50.0374919161682,0.751987279820854
1,53.4317331450998,51.6812946832289,53.4317331450998,52.8698831623382,0.804433955920121
1,48.2669725574006,46.8319650203658,46.8319650203658,47.6129405612536,0.780621630618011
1,47.47368577397,46.0233402841914,47.47368577397,47.469998684953,0.761478627147035
1,50.0556621793678,48.6347892838943,50.0556621793678,49.5494846079114,0.715530436978693
1,50.3938369723212,48.7007855416024,50.3938369723212,50.2432490348522,0.756357494596138
1,51.0238694459769,49.4066088944418,51.0238694459769,51.1392715669656,0.751023131059003
1,49.8632558345046,48.3567398970104,48.3567398970104,49.1223567574637,0.704294814202035
1,48.167793703945,46.7931888524051,48.167793703945,48.1949730423722,0.761598704577242
1,51.5951711233094,49.9893246678521,51.5951711233094,51.6523879390361,0.766139737274026
1,54.7949752897014,53.1407545660601,54.7949752897014,54.1700909399184,0.777465691543071
1,51.1322475249107,49.398247108763,51.1322475249107,50.9369848650933,0.715272180089033
1,49.8293528743387,48.2641904077366,49.8293528743387,49.8322628202809,0.707899823710498
1,52.8051702120622,51.2821029455695,51.2821029455695,52.7160666884444,0.708315425924463
1,51.4057707082133,49.8179167721486,51.4057707082133,51.0995929359423,0.772949292155559
1,49.3895578510741,47.9358702838512,49.3895578510741,49.2481621086782,0.747843936971239
1,49.7204397999675,48.4423004992947,49.7204397999675,49.3203422335091,0.713592960177212
1,49.9564839723855,48.3199310020811,49.9564839723855,49.4471391353453,0.658680787293113
1,42.9551977885377,41.4122804962482,41.4122804962482,41.9913830402801,0.57057345014591
1,51.5473751110235,50.2895720740271,51.5473751110235,51.8221669331435,0.733911505569254
1,50.1962917968748,48.6179328676295,50.1962917968748,50.1632678849636,0.723999022787848
1,46.496001129202,44.8504992217235,44.8504992217235,45.8688474396618,0.682249034268048
1,48.0988679528567,46.6268776738408,48.0988679528567,47.7265996482212,0.698343265832547
1,47.8332054812911,46.3395015010397,47.8332054812911,47.1897582559556,0.764089317420079
1,51.1884071773711,49.5923100847563,51.1884071773711,51.0867783895551,0.744722184190145
1,49.4709916734589,47.8619583976856,47.8619583976856,49.5716833494991,0.715126005871236
1,50.5926160345092,49.0891021022147,49.0891021022147,50.2848256756345,0.812236808671491
1,47.2086603372506,45.6426355778779,47.2086603372506,47.0766729600451,0.700070050884997
1,45.2465779537934,43.980135331929,43.980135331929,45.6496424876111,0.738056169916694
1,51.8709200889759,50.2465544000539,51.8709200889759,52.0159707008966,0.738031970849144
1,46.2955744478693,45.0157020293609,46.2955744478693,46.6375584322995,0.720649813940392
1,48.0780260402273,46.5715829686638,46.5715829686638,47.5773438692404,0.732008771953344
1,42.9766294150732,41.8290452563858,42.9766294150732,42.9302617094817,0.659138926026
1,44.8056936411859,43.3493858909417,43.3493858909417,44.2398338739381,0.817672883081712
1,46.0169435380067,44.6929000336786,46.0169435380067,46.0013154041888,0.726399487786421
1,44.0830629816213,42.7302256935185,44.0830629816213,43.2572839636546,0.746382746897738
1,47.0097918072195,45.5347368069875,47.0097918072195,46.8627608831419,0.810429366837133
1,51.1884071773711,49.5923100847563,51.1884071773711,51.0867783895551,0.744722184190145
2,49.0610475482936,48.6650438067917,49.0610475482936,48.233514562247,0.595521393239963
2,53.9279065582089,52.8919509330225,53.9279065582089,52.4928642851821,0.841417840607123
2,52.1279247540414,50.3090067564342,50.3090067564342,51.3691223446275,0.781847619956179
2,51.8227352643218,50.7961300413755,51.8227352643218,51.5760818069255,0.71702357676681
2,45.6525000099544,44.0460692008902,45.6525000099544,45.4577015244572,0.587746547158101
2,51.6025945623139,49.039401723117,49.039401723117,50.3577851950969,0.748907008686487
2,49.612640866537,47.6506675683627,47.6506675683627,48.6893177184821,0.653085459460694
2,53.3984154528217,51.6765813845731,53.3984154528217,52.6867360679976,0.785898756163871
2,48.3988692100444,46.6096455558429,48.3988692100444,47.4003681395218,0.734580132942951
2,46.4790114907832,44.665693348587,46.4790114907832,46.0378149085964,0.715144442789984
2,52.8698710825798,51.1345143363243,52.8698710825798,52.0702058448696,0.794335626297512
2,50.3134764782246,48.4668163017853,48.4668163017853,49.3570674486696,0.661506947543975
2,49.1586864835929,47.2645289409297,49.1586864835929,47.8094354990599,0.671742564013078
2,43.9517503677777,41.5982337325543,41.5982337325543,43.5387848070079,0.61371010695111
2,51.5033623966241,49.5803465819899,51.5033623966241,50.2551339291968,0.610323640309926
2,49.070661843727,47.4807089112895,47.4807089112895,48.6336972156475,0.714281679238617
2,44.4434195449457,42.0526776834086,42.0526776834086,43.9763380055212,0.549950769464454
2,40.4522539273053,40.7868670937159,40.7868670937159,41.9373150549284,0.693258749488686
2,49.76014124562,47.6760788366434,49.76014124562,48.7130121018053,0.668628079040534
2,43.2257146670378,43.3831503995487,43.2257146670378,43.5521817447197,0.678989085641716
2,44.1298467303911,41.6559846574621,41.6559846574621,43.7067253422001,0.715436811472545
2,38.959971403009,39.0283109854989,38.959971403009,40.4868425305843,0.680640017194749
2,53.1109035336844,52.2080983176515,53.1109035336844,52.4002458350784,0.760519776346537
2,51.7659271137128,50.7941478682142,51.7659271137128,51.2007012333602,0.751506966737035
1,55.8574280379681,54.3819272156832,55.8574280379681,55.6852388697321,0.83755898157713
1,54.3251584902668,52.9919538754099,54.3251584902668,54.0947044672507,0.876636508783036
1,58.0737197602625,56.943410146043,56.943410146043,58.5087257488714,0.866375832495486
1,55.472069025779,54.121418439623,55.472069025779,55.0020429515088,0.846210150447509
1,50.6160714640157,49.0962567838086,49.0962567838086,50.1803295782034,0.806373934756497
1,56.9012137127198,55.6151568222967,56.9012137127198,57.607952477031,0.863385722759546
1,47.2080263684886,45.8826690131118,45.8826690131118,46.922845297463,0.763767455283457
1,57.7892595083141,56.4819322924827,57.7892595083141,57.0190686311965,0.880606913327771
1,49.1567502450278,47.7438962130204,49.1567502450278,49.0452684536176,0.733303908277432
1,55.4558152324852,53.9735260790217,55.4558152324852,55.1108676564386,0.829668114149141
1,48.8298228821458,47.307924295034,48.8298228821458,48.2522482909478,0.710064554571683
1,54.8991124310479,53.3922502505342,54.8991124310479,54.5137031989126,0.797825379412537
1,59.7371762360417,58.4257599467646,59.7371762360417,58.5985653148805,0.91209400983628
1,52.2473993042414,50.6202090731183,52.2473993042414,52.1014658772239,0.771624111040506
1,47.8812292382589,46.5160319141943,47.8812292382589,48.0696683708321,0.755522385216501
1,50.5014611843351,48.8815477300677,48.8815477300677,49.8492034920152,0.804613969561311
1,58.9572151426755,57.7296894287222,58.9572151426755,59.0664008109451,0.877395118587087
1,59.3973236498658,58.1526975062032,59.3973236498658,59.0822241540558,0.902203381377654
1,53.4804694269511,51.9301894580581,53.4804694269511,53.0977835110077,0.821119385298244
1,56.1266683079824,55.109600018976,56.1266683079824,56.8454893837788,0.872483259008416
1,54.894055071994,53.3727164355742,54.894055071994,55.0619149255109,0.838117787881901
1,56.2001037813604,54.8837012951761,56.2001037813604,56.4052090977201,0.831959207395457
1,52.5794579699299,51.0033073679161,52.5794579699299,52.4598092148227,0.818535677923201
1,50.7004241473957,49.1494074936376,50.7004241473957,50.807431759243,0.761945094583677
2,44.1099033134538,42.7861750278304,44.1099033134538,44.4501021360742,0.665390797039174
2,47.568957934225,46.4432259001266,47.568957934225,48.0059643673449,0.67150500713151
2,56.0272621844387,54.8969970588919,56.0272621844387,54.9155531557827,0.883120328441228
2,50.1423476877169,48.6846527217745,48.6846527217745,50.6131577048048,0.645436674379212
2,50.4407920653503,48.9332143248752,48.9332143248752,50.8977228612873,0.742068029811321
2,48.4406713559259,47.1709219882964,48.4406713559259,49.3596312353395,0.738518141509537
2,47.9644496205753,46.6142824488515,47.9644496205753,48.56751381648,0.804610008750448
2,46.6772506959709,45.813371299369,46.6772506959709,47.0312436056961,0.808590885200488
2,47.6147906536007,46.4432509442884,47.6147906536007,47.7352072946025,0.758577768297685
2,52.9017723501615,52.2505877992549,52.9017723501615,52.7285562400989,0.815294249774466
2,53.025708822975,52.8176180891618,53.025708822975,53.0419432947109,0.828204678618748
2,50.6772089693002,49.1159387390878,50.6772089693002,50.8440916476881,0.792428821050162
2,48.0364335238605,46.9953658628188,46.9953658628188,48.2460829551797,0.76044195689127
2,51.4320497034168,50.0278708427231,51.4320497034168,51.7561361874151,0.746388301250893
2,49.2326918922339,48.9737676082369,49.2326918922339,48.9466674392449,0.827001840915375
2,48.4511993882063,47.0642247594223,47.0642247594223,49.4139366425479,0.811520673138916
2,55.161788998882,54.0434558157437,55.161788998882,54.6354989399102,0.870787434437951
2,50.9823519533534,49.7032182029794,49.7032182029794,51.0351172985331,0.78284009728673
2,48.5367338383937,47.159869627782,48.5367338383937,49.4031964566729,0.71679379293581
2,56.0272621844387,54.8969970588919,56.0272621844387,54.9155531557827,0.883120328441228
2,50.7094190699681,49.3070963058268,50.7094190699681,51.3806514546056,0.723678215419386
2,49.3239531244349,48.7622521663259,49.3239531244349,49.3638440363546,0.77047522398903
2,51.9283780801448,51.2871856333804,51.2871856333804,51.8381295800124,0.775199290474472
2,48.0015937259103,47.1685475505517,48.0015937259103,48.0293496200178,0.658009160243324
2,52.5911777620846,52.3131811013334,52.5911777620846,52.2085956499801,0.800147866511264
2,52.4018213539272,50.8595972269602,52.4018213539272,53.2758083726783,0.760940760818557
2,50.564053862066,49.0607833750048,49.0607833750048,50.9736376207986,0.768697146915444
2,45.6975155708485,43.8536530241075,45.6975155708485,46.2405731053568,0.522580022627996
2,49.5086086440651,48.1396372309343,49.5086086440651,49.9356994422738,0.685347147474464
2,43.2192799753743,42.3321620769031,43.2192799753743,43.8888808434577,0.654110186181196
2,47.9241373001572,46.6727581879144,47.9241373001572,48.5408777340612,0.711055285198787
2,47.3763938825556,45.82813918871,47.3763938825556,47.4055539130583,0.709126174992829
2,52.3090132576645,50.931902938798,52.3090132576645,52.4986037495506,0.758120646156749
2,51.2345329057136,50.454053548647,51.2345329057136,51.4571349130348,0.86487418733885
2,52.5266644386997,50.9417546984516,52.5266644386997,53.1678951775008,0.7655288792267
2,53.2916826440225,52.6095832042656,53.2916826440225,52.7648195317411,0.799721582215683
2,54.0917908572043,53.6450078768281,54.0917908572043,54.3618551671025,0.882716932630887
2,46.5499396196511,45.8570282282891,45.8570282282891,46.7788026547212,0.724004487727763
2,47.8138510628343,46.7323811568202,46.7323811568202,48.1255285886465,0.717959422327143
2,49.6746937682784,48.3365013298656,49.6746937682784,50.5462804622919,0.80933385982851
2,51.2049748304982,49.9361113900319,51.2049748304982,50.6694008504967,0.843469326159402
2,52.4853503837592,51.7126828643248,52.4853503837592,52.0992128713796,0.816513635288984
1,52.3815228275361,50.6254321564439,52.3815228275361,52.1397028052512,0.787486023544101
1,51.7336118982141,50.0630059573799,50.0630059573799,51.4129768731601,0.779908172266259
1,48.3204862281945,46.7508596900303,48.3204862281945,47.1667536971803,0.727413329556605
1,54.3018392691676,52.8783471516337,52.8783471516337,54.2612168855395,0.859764909552668
1,51.6896109971468,50.136941459597,51.6896109971468,51.927403700803,0.799481225576614
1,50.887297234239,49.3200545854046,49.3200545854046,49.8309919801559,0.689461989184187
1,47.6036645101387,46.053964541167,47.6036645101387,46.2609441994719,0.729146666420684
1,51.8493367245001,50.2271888920271,50.2271888920271,51.1970112581036,0.700244697953689
1,48.0267519914188,46.4576092839791,48.0267519914188,47.3685615467201,0.811489773045873
1,49.0340183227526,47.406982042607,47.406982042607,48.642900122493,0.784394500497355
1,45.8143873452997,44.3012005498283,45.8143873452997,44.6030237906035,0.70680311492319
1,51.208586630533,49.6653818827345,51.208586630533,50.1202881368203,0.687232244104562
1,51.9633313993216,50.0855418568773,50.0855418568773,51.4088599551697,0.806994299430773
1,53.3514746177697,51.890517361323,53.3514746177697,52.3676152723698,0.779709878447847
1,50.6577304836021,49.0392021806758,50.6577304836021,50.7424814024472,0.781335548673975
1,44.8035312644071,43.3921322380884,44.8035312644071,43.3557102611665,0.720696869928684
1,53.1510797560857,51.4669286560734,53.1510797560857,53.0377399590804,0.795727132713473
1,50.0677078037665,48.0379436195829,50.0677078037665,49.0607997848919,0.72728497535464
1,53.3215134785215,51.9322995235302,51.9322995235302,52.823949972495,0.770850296568386
1,44.8555264373992,43.4655707531432,44.8555264373992,43.2797207546726,0.721601037357011
1,50.5938802966286,49.0225115518676,49.0225115518676,50.8078217684119,0.790236192493211
1,50.0149258273122,48.3638506746023,50.0149258273122,49.6053211284125,0.83332606491108
2,58.0481389603116,57.5902935720069,58.0481389603116,57.513222008659,0.900695086835203
2,51.9362948415031,51.195576264363,51.9362948415031,51.443086950346,0.795591945917808
2,56.0707527867221,55.8469651408449,56.0707527867221,55.785182837241,0.837557972742701
2,58.6095150744534,58.0298642725921,58.6095150744534,57.9955077288766,0.914208368505432
2,55.9238692250911,54.872012888374,54.872012888374,55.4845531305573,0.826616867911644
2,58.3747771413365,57.7088222240141,58.3747771413365,58.5885925096409,0.890835398616219
2,59.1859626720409,57.9513105731553,59.1859626720409,57.9010366647145,0.882202979578399
2,49.0705986841025,47.8702692525205,47.8702692525205,49.1893746561749,0.777242504365901
2,48.7736808740589,47.3765259820703,47.3765259820703,49.3345786225821,0.806239551196456
